calibr_id	rfm_id	smile	canonical_ikey	name	source	source_id	status	reframedb_url	tanimoto_miltefosine	tanimoto_streptomycin
CBR-050-190-923-5	RFM-013-973-1	COC(=O)c1cccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)c1	VAZNEHLGJGSQEL	Etripamil	MedChem Express	HY-17611	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/VAZNEHLGJGSQEL;qid=Q27289030"")"	0.09290953545232274	0.2600297176820208
CBR-050-190-924-6	RFM-013-974-2	CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc(CN3CCCc4cccc(OC)c43)s2)cc1	VJVDLRVFJTVWEO	LY2922470	MedChem Express	HY-19835	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/VJVDLRVFJTVWEO;qid=nan"")"	0.0876595744680851	0.35240572171651496
CBR-001-845-800-9	RFM-013-102-2	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nccnc1C#N)c(=O)n2C	YNDVTDKMXMMQIW		Sundia MediTechCompany ltd	V2123337	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/YNDVTDKMXMMQIW;qid=nan"")"	0.0913942628418946	0.4092485549132948
CBR-001-845-802-1	RFM-013-104-4	N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(O)(CC(O)(C3)C1)C2	GAWUJFVQGSLSSZ		Sundia MediTechCompany ltd	Compound 28	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/GAWUJFVQGSLSSZ;qid=Q82853298"")"	0.11637347767253045	0.28922345483359746
CBR-001-845-803-2	RFM-013-105-5	N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(C3)C1)C2	CNEBXOWFQASQAR		Sundia MediTechCompany ltd	Compound 23	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/CNEBXOWFQASQAR;qid=nan"")"	0.10494752623688156	0.2391304347826087
CBR-001-845-804-3	RFM-013-106-6	N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(F)(C3)C1)C2	HVFWWHXMGYZKKH		Sundia MediTechCompany ltd	Compound 30	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/HVFWWHXMGYZKKH;qid=nan"")"	0.10174029451137885	0.2587141750580945
CBR-001-845-859-8	RFM-013-107-7	C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C	SXYZQZLHAIHKKY	Clocortolone pivalate	Prestwick	Prestw-1119	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/SXYZQZLHAIHKKY;qid=Q39045318"")"	0.08946322067594434	0.3244940683879972
CBR-001-845-861-2	RFM-013-109-9	O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O	QPCDCPDFJACHGM	Pentetic acid	Prestwick	Prestw-941	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/QPCDCPDFJACHGM;qid=Q27116582"")"	0.11678832116788321	0.062320230105465
CBR-001-845-870-3		Nc1nc(F)nc2[nH]cnc12	WKMPTBDYDNUJLF		Combi Blocks	COMBI-BLOCK	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/WKMPTBDYDNUJLF;qid=Q27139933"")"	0.057692307692307696	0.14950980392156862
CBR-001-846-015-6		C#C[C@]1(CO)O[C@@H](n2cnc3c([15NH2])[15n][13c](F)[15n]c32)C[C@@H]1O	IKKXOSBHLYMWAE		BioDuro	ENB190339-025	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/IKKXOSBHLYMWAE;qid=Q24977417"")"	0.09135802469135802	0.3580089342693044
CBR-001-847-988-4		C#C[C@]1(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@@H](n2cnc3c([15NH2])[15n][13c](F)[15n]c32)C[C@@H]1O	BUMPFXRZUYYODO		BioDuro	ENB190339-062	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/BUMPFXRZUYYODO;qid=Q27456382"")"	0.10706319702602231	0.38596491228070173
CBR-050-191-292-1		COc1cc(/C=C/C(=O)O)ccc1O	KSEBMYQBYZTDHS	3-(4-hydroxy-3-methoxyphenyl)acrylic acid	Ambeed, Inc.	A137025	not plated but available for one-off testing	"=HYPERLINK(""https://reframedb.org//compound_data/KSEBMYQBYZTDHS;qid=Q82694968"")"	0.06	0.13085764809902742
CBR-050-365-879-5		Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1	CDRPUGZCRXZLFL	(E)-4-(3,5-Dihydroxystyryl)benzene-1,2-diol; 4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]-1,2-benzenediol	Sigma-Aldrich	3545575918	not plated but available for one-off testing	"=HYPERLINK(""https://reframedb.org//compound_data/CDRPUGZCRXZLFL;qid=Q27145793"")"	0.04736842105263158	0.09289617486338798
CBR-050-191-294-3		O=C(O)/C=C/c1ccc(O)cc1	NGSWKAQJJWESNS	3-(4-hydroxyphenyl)acrylic acid	Ambeed, Inc.	A192873	not plated but available for one-off testing	"=HYPERLINK(""https://reframedb.org//compound_data/NGSWKAQJJWESNS;qid=Q27102404"")"	0.0688622754491018	0.08317757009345794
CBR-001-846-167-1		CCCNc1nc(Nc2ccc(C#N)cc2)ncc1C#CCCCNC(=O)[C@H](C)N(C)C(=O)/C=C/CN(C)C	HJFSVYUFOXAVAA	FF-10101 	MedChem Express	HY-109584	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/HJFSVYUFOXAVAA;qid=Q76803529"")"	0.08404255319148936	0.29148936170212764
CBR-050-264-241-3	RFM-014-041-0	C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1	NXQKSXLFSAEQCZ	AMG-510 	MedChem Express	HY-114277	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/NXQKSXLFSAEQCZ;qid=Q75175937"")"	0.09107358262967431	0.4299014238773275
CBR-001-846-170-6		CC1(N)CCN(c2cnc(-c3cccc(Cl)c3Cl)c(N)n2)CC1	YGUFCDOEKKVKJK	SHP099 	MedChem Express	HY-100388	not plated but available for one-off testing	"=HYPERLINK(""https://reframedb.org//compound_data/YGUFCDOEKKVKJK;qid=Q27455906"")"	0.09005235602094241	0.28521617852161785
CBR-050-264-213-9	RFM-014-042-1	C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N	PEMUGDMSUDYLHU	MRTX849 	MedChem Express	HY-130149	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/PEMUGDMSUDYLHU;qid=Q105816120"")"	0.0948905109489051	0.40274599542334094
CBR-001-846-453-4		CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1	HUUSXLKCTQDPGL	MCC950 (sodium)	MedChem Express	HY-12815A	not plated but available for one-off testing	"=HYPERLINK(""https://reframedb.org//compound_data/HUUSXLKCTQDPGL;qid=Q27083691"")"	0.07885304659498207	0.31196860693263573
CBR-050-191-922-8		O=C1Nc2ccccc2/C1=C1\Nc2ccccc2C1=O	CRDNMYFJWFXOCH	Indirubin	Selleck Chemicals	S2386	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/CRDNMYFJWFXOCH;qid=Q1661452"")"	0.09028374892519346	0.3337628865979381
CBR-050-191-931-9		CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1	DYNHJHQFHQTFTP	Crenolanib (CP-868596)	Selleck Chemicals	S2730	not plated but available for one-off testing	"=HYPERLINK(""https://reframedb.org//compound_data/DYNHJHQFHQTFTP;qid=Q5184160"")"	0.09019947961838681	0.34136807817589576
CBR-001-848-588-6	RFM-013-990-2_old;RFM-014-161-7;RFM-014-150-4	N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1	XTKGXPFBKPYFDW	QAY243; QAY243	Piramal	kCMG823	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/XTKGXPFBKPYFDW;qid=nan"")"	0.08403361344537816	0.18703855619360132
CBR-050-297-724-4		O=C(O)CC(O)(CC(=O)O)C(=O)O	KRKNYBCHXYNGOX		ChemSpace	T5S0636	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/KRKNYBCHXYNGOX;qid=Q82253610"")"	0.09269662921348315	0.14299424184261036
CBR-001-850-570-9	RFM-013-989-9;RFM-014-159-3;RFM-013-989-9_old	CC(C)C(=O)OC[C@H]1O[C@@H](n2ccc(NO)nc2=O)[C@H](O)[C@@H]1O	HTNPEHXGEKVIHG	EIDD-2801; Molnupiravir; EIDD 2801	DC CHEMICALS LIMITED	DC27035	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/HTNPEHXGEKVIHG;qid=Q96376832"")"	0.09149130832570906	0.3701923076923077
CBR-001-847-045-6		CC(C)(C)Oc1cc(CCC(C)(C)N2Cc3ccc(S(C)(=O)=O)cc3C2)ccc1O	ISQAPFMBJFZOLG		MedChem Express	HY-111669	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/ISQAPFMBJFZOLG;qid=nan"")"	0.08690744920993228	0.27528901734104044
CBR-001-848-101-1	RFM-014-155-9;RFM-013-995-7	Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1	ASKZRYGFUPSJPN	Risdiplam; Risdiplam	Ambeed, Inc.	A712024-001	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/ASKZRYGFUPSJPN;qid=Q48969152"")"	0.08726249120337791	0.3854781582054309
CBR-001-847-099-0	RFM-014-117-3	C#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O	AOBXNRJISYWUOA	Analog of GS-441524; Analog of GS-441524	WuXi	NS-001	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/AOBXNRJISYWUOA;qid=nan"")"	0.08187919463087248	0.42671394799054374
CBR-001-847-100-6		CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CC[C@@H](C)N(S(=O)(=O)c2ccccn2)CC1=O	BWYBBMQLUKXECQ		Jubilant Chemsys	Relacatib	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/BWYBBMQLUKXECQ;qid=Q72481949"")"	0.09119010819165378	0.37174721189591076
CBR-001-847-268-9		C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(OC)nc(N)nc21	BIFQVOPAFPYSHV		Calibr Synthesis	AKG-longA-004-OMe	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/BIFQVOPAFPYSHV;qid=nan"")"	0.09747606614447346	0.34048083170890187
CBR-001-856-178-9	RFM-013-996-8	O=c1nc(NO)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	XCUAIINAJCDIPM	N-hydroxycytidine; N-hydroxycytidine	BLD Pharma	BD01162448	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/XCUAIINAJCDIPM;qid=Q83057523"")"	0.09458128078817735	0.33403068340306835
CBR-001-856-079-7	RFM-013-997-9;RFM-014-156-0	N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O	BRDWIEOJOWJCLU	GS-441524; GS-441524	Combi Blocks	JF-1540	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/BRDWIEOJOWJCLU;qid=Q94518604"")"	0.08669354838709678	0.42043452730475633
CBR-001-849-406-9	RFM-006-688-6;RFM-006-689-7	CN(C)CC[C@@H]1CCc2cc(OCc3ccc(-c4ccccc4)cc3)ccc2C1	SETMAZMOXYOEJA	TAK-070	BioDuro	ENB200917-012-1	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/SETMAZMOXYOEJA;qid=Q27088927"")"	0.08957415565345081	0.21958925750394945
CBR-001-847-465-2	RFM-014-160-6;RFM-013-998-0	CNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@]1(C)F	HPINXBYYNVDDEB	AT-511 metabolite 1-8; AT-511 metabolite 1-8	BioDuro	V2268040	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/HPINXBYYNVDDEB;qid=nan"")"	0.09322651128914786	0.4034125533211456
CBR-001-849-569-7	RFM-014-158-2;RFM-013-999-1	N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	DFVPCNAMNAPBCX	RDV-TP; GS-443902; GS-829492-Unlabelled; Remdesivir-triphosphate; GS-5734-TP	Aragen	C5252-122	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/DFVPCNAMNAPBCX;qid=Q106029788"")"	0.09589905362776026	0.4320360970107163
CBR-050-231-879-8		CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21	HCAWPGARWVBULJ		TSRI synthesis	SB-53	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/HCAWPGARWVBULJ;qid=Q105025573"")"	0.09850746268656717	0.31538992408557626
CBR-001-847-576-8	RFM-014-000-1	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S(=O)(=O)O	BSPZFJDYQHDZNR	GC376; GC376	Target Molecule Corp.	T5188	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/BSPZFJDYQHDZNR;qid=Q27461860"")"	0.1029723991507431	0.3140613847251963
CBR-001-847-618-1	RFM-014-119-5	C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@@]1(C#N)c1ccc2c(N)ncnn12	GGKHUQNPPFVKTI	Analog of GS-441524; Analog of GS-441524	BioDuro	ENB200535-28	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/GGKHUQNPPFVKTI;qid=nan"")"	0.08791903858317521	0.44776119402985076
CBR-001-854-845-3		Cc1cc(OCCOCCC(F)(F)P(=O)(O)O)ccc1CCc1cnc2c(N)nc3cc(CCC(=O)O)ccc3c2c1	SDLWKRZBLTZSEL	LHC165	Chemietek	CT-LHC165	not plated but available for one-off testing	"=HYPERLINK(""https://reframedb.org//compound_data/SDLWKRZBLTZSEL;qid=nan"")"	0.08748824082784572	0.31057563587684067
CBR-001-854-641-3	RFM-014-001-2	CNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)Oc2ccccc2)[C@@H](O)[C@@]1(C)F	OISLSHLAXHALQZ	AT-281	Aragen	E1342-007	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/OISLSHLAXHALQZ;qid=Q107209409"")"	0.09899117276166457	0.44192634560906513
CBR-001-854-640-2	RFM-014-002-3	CNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(N[C@@H](C)C(=O)OC(C)C)Oc2ccccc2)[C@@H](O)[C@@]1(C)F	OISLSHLAXHALQZ	AT-527; AT-527	Aragen	E1342-007	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/OISLSHLAXHALQZ;qid=Q107209409"")"	0.09899117276166457	0.44192634560906513
CBR-050-245-149-2		CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O	LTMHDMANZUZIPE	Digoxin	MedChem Express	HY-B1049	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/LTMHDMANZUZIPE;qid=Q105157023"")"	0.10095011876484561	0.41373671300081766
CBR-050-245-152-7		Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1	JBDGDEWWOUBZPM	Ambroxol	MedChem Express	HY-B1039	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/JBDGDEWWOUBZPM;qid=Q105124245"")"	0.12545454545454546	0.22184006878761822
CBR-050-245-172-1		CC(O)COCC1OC2OC3C(COCC(C)O)OC(OC4C(COCC(C)O)OC(OC5C(COCC(C)O)OC(OC6C(COCC(C)O)OC(OC7C(COCC(C)O)OC(OC8C(COCC(C)O)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O	ODLHGICHYURWBS	(2-Hydroxypropyl)-?-cyclodextrin	MedChem Express	HY-101103	not plated but available for one-off testing	"=HYPERLINK(""https://reframedb.org//compound_data/ODLHGICHYURWBS;qid=nan"")"	0.1	0.378159757330637
CBR-050-245-173-2		N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1C1CCC(O)CC1	WSMXAUJFLWRPNT	Metarrestin	MedChem Express	HY-120118	not plated but available for one-off testing	"=HYPERLINK(""https://reframedb.org//compound_data/WSMXAUJFLWRPNT;qid=nan"")"	0.09477351916376307	0.39178885630498533
CBR-050-245-176-5		CN(C)C(=N)N=C(N)N	XZWYZXLIPXDOLR	Metformin	MedChem Express	HY-B0627	not plated but available for one-off testing	"=HYPERLINK(""https://reframedb.org//compound_data/XZWYZXLIPXDOLR;qid=Q83006161"")"	0.02880658436213992	0.039525691699604744
CBR-050-245-189-0		CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1	SHGAZHPCJJPHSC	Retinoic acid	MedChem Express	HY-14649	not plated but available for one-off testing	"=HYPERLINK(""https://reframedb.org//compound_data/SHGAZHPCJJPHSC;qid=Q287029"")"	0.08803611738148984	0.13527851458885942
CBR-050-245-194-7		CC(N)C1CCC(C(=O)Nc2ccncc2)CC1	IYOZTVGMEWJPKR	Y27632	MedChem Express	HY-10071��	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/IYOZTVGMEWJPKR;qid=Q27163279"")"	0.0853932584269663	0.14527629233511585
CBR-001-854-048-2	RFM-014-004-5;RFM-014-003-4	C[C@@]1(F)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21	MEXSXDCMCCIVFV	AT-273; AT-273	Panacea Biotec	G0004-576735	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/MEXSXDCMCCIVFV;qid=nan"")"	0.09723261032161555	0.3911710606989577
CBR-001-855-236-8	RFM-014-120-8	CNc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@@]3(C)F)c2n1	QYLZYNPFAGAQRL	Analog of AT-527	Jubilant Chemsys	V2551918-Nucleoside	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/QYLZYNPFAGAQRL;qid=nan"")"	0.09267241379310345	0.40873256519102485
CBR-001-848-147-5	RFM-014-121-9	CCNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@]1(C)F	UHPBNTJFBKMPJE	Analog AT-527	Aragen	E0504-098	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/UHPBNTJFBKMPJE;qid=nan"")"	0.0927390366642703	0.4064203513022411
CBR-050-264-211-7	RFM-014-043-2	CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c(NS(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O	BRYXUCLEHAUSDY	Lenacapavir	MedChem Express	HY-111964	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/BRYXUCLEHAUSDY;qid=nan"")"	0.08919202518363065	0.46091370558375633
CBR-001-848-892-1		C[C@]1(c2nc3cccc(C(N)=O)c3[nH]2)CCCN1	JNAHVYVRKWKWKQ	ABT-888; Veliparib	MedChem Express	HY-10129	not plated but available for one-off testing	"=HYPERLINK(""https://reframedb.org//compound_data/JNAHVYVRKWKWKQ;qid=Q27166233"")"	0.08624454148471616	0.2835714285714286
CBR-001-849-094-3	RFM-014-157-1;RFM-014-005-6	C[C@H](NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)OCC(C)(C)C	JFGDMCAEINDROE	Prodrug analog of Remdesivir	BioDuro	ENB200296-072-S1	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/JFGDMCAEINDROE;qid=nan"")"	0.09183673469387756	0.4480662983425414
CBR-050-266-376-5	RFM-014-006-7;RFM-014-007-8	N#C[C@@]1(n2ccc(N)nc2=O)O[C@H](CO)[C@@H](O)[C@H]1O	IFNZBPOTTLVKSI	Cyanocytidine	WuXi	NS-021	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/IFNZBPOTTLVKSI;qid=nan"")"	0.08995983935742972	0.37779195915762603
CBR-001-850-737-4		COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO)cc12	QDIMHKWNHMVDJB	PF-835231	Aragen	E0851-131	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/QDIMHKWNHMVDJB;qid=Q106410585"")"	0.09139307897071872	0.3403693931398417
CBR-001-849-047-6	RFM-014-010-3;RFM-014-009-0	CC(C)OC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1OC(=O)C(C)C)Oc1ccccc1	YAAQYJCOIFNMKX	GS-6620	BioDuro	ENB200535-61-1	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/YAAQYJCOIFNMKX;qid=Q83027557"")"	0.09101123595505618	0.46973754686663094
CBR-001-849-150-4	RFM-014-011-4	O=c1nc(NO)ccn1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	BNIQIYMICUFERK	NHC-TP; EIDD-2061; EIDD-2508	Aragen	C5252-043	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/BNIQIYMICUFERK;qid=Q83060329"")"	0.11886304909560723	0.3651721897335932
CBR-050-245-663-5	RFM-014-044-3	O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1	XAYGBKHKBBXDAK	MitapivatÂ 	MedChem Express	HY-12689	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/XAYGBKHKBBXDAK;qid=Q105337735"")"	0.08835758835758836	0.28224687933425796
CBR-050-245-667-9	RFM-014-045-4	Fc1ccc(N2CCCCC2)c(NC(=S)c2ccncc2)c1	VRKZHYSJZOUICG	FIT-039	MedChem Express	HY-18944	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/VRKZHYSJZOUICG;qid=nan"")"	0.09784172661870504	0.22170179547228727
CBR-050-245-668-0	RFM-014-046-5	CS(=O)(=O)CCCn1c(Cn2c(=O)n(CC(F)(F)F)c3ccncc32)cc2cc(Cl)ccc21	GTQTUABHRCWVLL	JNJ-678	MedChem Express	HY-112180	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/GTQTUABHRCWVLL;qid=Q115930737"")"	0.08143074581430745	0.35714285714285715
CBR-050-245-670-4	RFM-014-047-6	O=C(O)c1ccnc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1	KZSKGLFYQAYZCO	Cilofexor	MedChem Express	HY-109083	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/KZSKGLFYQAYZCO;qid=Q105334909"")"	0.08842105263157894	0.38493231312536785
CBR-050-245-671-5	RFM-014-048-7	CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc2ccc(OC(C)C)cc2)[C@H](O)[C@@H](O)[C@@H]1O	UAOCLDQAQNNEAX	Remogliflozin etabonate	MedChem Express	HY-14945	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/UAOCLDQAQNNEAX;qid=Q7312052"")"	0.08973384030418251	0.4317745035233824
CBR-050-263-955-6	RFM-014-049-8	CC(C)C[C@H](NC(=O)CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCS(C)(=O)=O)C(N)=O	OUPXSLGGCPUZJJ	[Sar9,Met(O2)11]-Substance P	MedChem Express	HY-P1012A	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/OUPXSLGGCPUZJJ;qid=nan"")"	0.09392265193370165	0.2919971160778659
CBR-050-245-673-7	RFM-014-050-1	O=C(Nc1cc(F)c(F)c(F)c1)c1ccc(F)c(S(=O)(=O)N2CCC(O)CC2)c1	KKMFSVNFPUPGCA	NVR 3-778	MedChem Express	HY-124600	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/KKMFSVNFPUPGCA;qid=nan"")"	0.0872210953346856	0.31508771929824564
CBR-050-264-229-7	RFM-014-051-2	COCCCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1[C@H](C(C)C)C2	KBXLMOYQNDMHQT	RG7834	MedChem Express	HY-117650A	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/KBXLMOYQNDMHQT;qid=Q101246982"")"	0.08624376336421953	0.3986770895971137
CBR-050-264-200-4	RFM-014-052-3	CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1	MBOMYENWWXQSNW	Ixazomib citrate	MedChem Express	HY-10452	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/MBOMYENWWXQSNW;qid=Q27162929"")"	0.09775784753363229	0.36064472800537273
CBR-050-245-677-1	RFM-014-053-4	O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@H]1O	YDDUMTOHNYZQPO	1,3-Dicaffeoylquinic acid	MedChem Express	HY-N1412	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/YDDUMTOHNYZQPO;qid=Q105346692"")"	0.10234278668310727	0.3633440514469453
CBR-050-245-678-2	RFM-014-054-5	CC(C)(O)c1cnc(N2C[C@@]3(CCC[C@](C)(Cn4cnc5ccc(C#N)cc54)C3)OC2=O)cn1	URCMKDJBULWNAI	GSK2798745	MedChem Express	HY-19765	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/URCMKDJBULWNAI;qid=nan"")"	0.09608277900960828	0.4087546239210851
CBR-050-245-679-3	RFM-014-055-6	Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1	SZMJVTADHFNAIS	Tucidinostat	MedChem Express	HY-109015	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/SZMJVTADHFNAIS;qid=Q19903814"")"	0.08594815825375171	0.23493044822256567
